id,first_name,last_name,email,gender,CRM ID,Products,Postal Code,Profiling Consents,Comms. Consents,Loyalty Program,Loyalty Status
121,Timmy,Ghidetti,tghidetti3c@4shared.com,Male,0378-5053,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
122,Delbert,Aguirrezabal,,,55312-550,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Silver
123,Jocelin,Wilmore,jwilmore3e@netscape.com,Female,16729-118,"[{2023-04-01,Telefonía,P-001,2025-03-31}",49758.0,True,0.0,False,
124,Vallie,Sackey,vsackey3f@rediff.com,,43547-320,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
125,Oberon,Keeves,okeeves3g@facebook.com,,65044-2857,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,1.0,True,Silver
126,Eddy,Midford,emidford3h@booking.com,,54868-5693,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
127,Ki,Lidgely,klidgely3i@dell.com,,0065-0246,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Gold
128,Adria,Alwen,,Female,58668-1991,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Diamond
129,Gabrila,Grinley,ggrinley3k@latimes.com,,50436-3127,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
130,Larry,Ransley,lransley3l@dailymotion.com,,49035-211,"[{2023-04-01,Telefonía,P-001,2025-03-31}",45526.0,False,1.0,False,
131,Kendre,Twine,ktwine3m@bing.com,,59075-730,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
132,Boycie,Matthaus,bmatthaus3n@a8.net,Male,41250-417,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
133,Rennie,Myall,rmyall3o@arizona.edu,,36987-2273,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",68789.0,False,0.0,True,Platinum
134,Gilemette,Drinkeld,gdrinkeld3p@ibm.com,,63833-386,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Silver
135,Robinet,Arthurs,rarthurs3q@trellian.com,Female,10056-705,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
136,Marlee,Mountcastle,mmountcastle3r@ifeng.com,,11523-4335,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Bronze
137,Buddy,Shedden,bshedden3s@twitpic.com,,44911-0052,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Bronze
138,Abba,Trubshawe,atrubshawe3t@auda.org.au,,63629-4667,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Gold
139,Booth,Denyagin,bdenyagin3u@facebook.com,Bigender,0173-0837,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Silver
140,Yul,Piggrem,ypiggrem3v@com.com,,58118-5791,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Bronze
141,Emlyn,Levington,elevington3w@elpais.com,Male,49738-189,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
142,Christoph,Dows,cdows3x@adobe.com,,54868-4798,"[{2023-04-01,Telefonía,P-001,2025-03-31}",18522.0,True,0.0,False,
143,Thorndike,Biswell,tbiswell3y@army.mil,Male,58980-409,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
144,Deeyn,Sprankling,dsprankling3z@1und1.de,Female,57955-5984,"[{2023-04-01,Telefonía,P-001,2025-03-31}",28285.0,False,1.0,False,
145,Russell,Thumann,rthumann40@mail.ru,,34645-5001,"[{2023-04-01,Telefonía,P-001,2025-03-31}",58412.0,True,1.0,False,
146,Kati,Pyrke,kpyrke41@imgur.com,Female,56062-479,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
147,Calhoun,Breslauer,cbreslauer42@bbc.co.uk,,0378-3512,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Diamond
148,Amabel,Northing,anorthing43@example.com,Female,27437-109,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Diamond
149,Gerta,Gaine of England,ggaineofengland44@epa.gov,,51991-630,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
150,Umeko,Blackhurst,ublackhurst45@accuweather.com,,57691-120,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
151,Stevena,Gotch,sgotch46@unicef.org,,43538-101,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
152,Helene,Boobier,hboobier47@dailymotion.com,Female,11822-2004,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",85628.0,False,0.0,True,Gold
153,Christie,Edmonds,cedmonds48@washingtonpost.com,Male,53808-0808,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",67521.0,False,0.0,True,Platinum
154,Guillaume,Cromer,gcromer49@sun.com,Polygender,43734-002,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Silver
155,Kris,Gensavage,kgensavage4a@sogou.com,,16252-573,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
156,Iolanthe,Binyon,ibinyon4b@techcrunch.com,,54868-5241,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",96536.0,False,1.0,True,Gold
157,Diahann,Battabee,dbattabee4c@posterous.com,,52125-211,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Gold
158,Wildon,Dye,wdye4d@japanpost.jp,,43419-322,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Bronze
159,Ibrahim,Stoffers,istoffers4e@t-online.de,,42367-540,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,1.0,True,Silver
160,Aldus,Hollibone,,,54859-701,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",12593.0,False,1.0,True,Bronze
161,Leia,Lilywhite,,Female,51079-926,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
162,Urban,Lober,ulober4h@51.la,,62296-0043,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
163,Niki,Newsome,nnewsome4i@joomla.org,Female,67618-150,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
164,Minne,Adair,madair4j@cnbc.com,,37000-326,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
165,Emma,Leah,eleah4k@ocn.ne.jp,Female,51346-210,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,,False,
166,Lynn,Stutter,,,68428-019,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",39434.0,False,0.0,True,Bronze
167,Jerome,Newart,jnewart4m@apple.com,,68016-085,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
168,Lars,Aylward,laylward4n@sohu.com,,11026-2639,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Bronze
169,Dulcine,Writer,dwriter4o@bloglines.com,,59779-798,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",90196.0,False,1.0,True,Bronze
170,Wilton,von Grollmann,wvongrollmann4p@engadget.com,,10237-708,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",23728.0,False,0.0,True,Gold
171,Eamon,Yeoman,eyeoman4q@google.ru,Male,65044-3696,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",77688.0,False,0.0,True,Silver
172,Richmond,Natte,rnatte4r@blogger.com,,52544-959,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Bronze
173,Sonia,Hubbins,shubbins4s@dailymail.co.uk,,59011-420,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
174,Jacki,Birtchnell,jbirtchnell4t@wisc.edu,Female,36987-1987,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Diamond
175,Reinaldo,Shakelady,rshakelady4u@wikipedia.org,,36987-2600,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Bronze
176,Ana,Rendell,arendell4v@dailymail.co.uk,,41167-0093,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",18529.0,False,0.0,True,Gold
177,Verge,Goulston,vgoulston4w@nytimes.com,,0781-3140,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
178,Bobby,Ferran,bferran4x@businessinsider.com,,54473-206,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
179,Kimberly,Norrington,knorrington4y@apache.org,,43478-902,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
180,Starr,Keymer,skeymer4z@4shared.com,Female,53808-0369,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
181,Amy,Aistrop,aaistrop50@dropbox.com,,25225-022,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Bronze
182,Marcille,Roncelli,mroncelli51@lulu.com,,42352-8001,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",43436.0,True,0.0,True,Bronze
183,Meta,Celiz,,,76237-105,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Silver
184,Stevy,Gozzett,sgozzett53@smh.com.au,Male,65044-1946,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
185,Ashleigh,Nono,anono54@addtoany.com,,64764-451,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
186,Lacee,Borer,lborer55@pen.io,,67877-169,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Bronze
187,Roselin,Grzeszczyk,rgrzeszczyk56@smugmug.com,,51346-226,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Gold
188,Brina,Gallgher,bgallgher57@vinaora.com,,24236-361,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Platinum
189,Bobine,McNevin,bmcnevin58@hostgator.com,,68788-9521,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
190,Ring,Brisker,rbrisker59@opera.com,Male,63736-211,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
191,Kingsly,Beldom,kbeldom5a@networkadvertising.org,,55312-612,"[{2023-04-01,Telefonía,P-001,2025-03-31}",76622.0,True,1.0,False,
192,Noemi,Littledike,nlittledike5b@senate.gov,Female,50458-388,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,,True,Bronze
193,Nadine,Reckhouse,nreckhouse5c@squidoo.com,Female,68788-9920,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
194,Franni,Dobbings,,Female,58232-0030,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Bronze
195,Aleece,Pitsall,apitsall5e@mail.ru,Genderfluid,65224-557,"[{2023-04-01,Telefonía,P-001,2025-03-31}",90948.0,True,1.0,False,
196,Cassandre,Matyas,cmatyas5f@bing.com,,52584-484,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Bronze
197,Elias,Reboul,ereboul5g@xinhuanet.com,,0832-0226,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Bronze
198,Bethena,McCullum,bmccullum5h@trellian.com,Female,12634-537,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,False,1.0,True,Bronze
199,Abbott,Frood,afrood5i@bandcamp.com,Male,49884-746,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Gold
200,Crawford,Powe,cpowe5j@yahoo.com,Male,55154-4991,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
201,Wald,Vasyukov,,,46122-202,"[{2023-04-01,Telefonía,P-001,2025-03-31}",90217.0,True,1.0,False,
202,Venita,Whittek,vwhittek5l@netlog.com,Female,49999-869,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
203,Newton,Rosenfield,nrosenfield5m@ucla.edu,,22840-0037,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",38806.0,False,0.0,True,Diamond
204,Rochester,Dymocke,,,35000-834,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
205,Moss,Murray,mmurray5o@goodreads.com,Male,76237-120,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
206,Kylila,Sillick,ksillick5p@edublogs.org,,49999-003,"[{2024-24-01,Telefonía,P-001,4000-03-31}",39766.0,True,1.0,True,Bronze
207,Tiebout,Wallbanks,twallbanks5q@desdev.cn,,54458-939,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Silver
208,Vick,Attwooll,vattwooll5r@yandex.ru,,41520-475,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,,False,
209,Filberto,Goodhall,,,63029-010,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
210,Amalia,Lampl,alampl5t@shop-pro.jp,,54575-945,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
211,Kris,Wardel,,Non-binary,62956-0001,"[{2024-24-01,Telefonía,P-001,4000-03-31}",83802.0,False,1.0,True,Bronze
212,Sam,Glisane,sglisane5v@wunderground.com,Agender,41163-485,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Platinum
213,Horton,Raunds,hraunds5w@opera.com,Male,0002-8149,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",78002.0,False,1.0,True,Gold
214,Corrie,Tresvina,ctresvina5x@jugem.jp,,25021-670,"[{2023-04-01,Telefonía,P-001,2025-03-31}",63079.0,False,0.0,False,
215,Belita,Blackden,bblackden5y@privacy.gov.au,Female,0115-9911,"[{2024-24-01,Telefonía,P-001,4000-03-31}",79385.0,True,1.0,True,Bronze
216,Cordi,Zavittieri,czavittieri5z@wikispaces.com,,53499-2390,"[{2024-24-01,Telefonía,P-001,4000-03-31}",58394.0,False,1.0,True,Bronze
217,Edee,Pinck,epinck60@businessweek.com,,53746-272,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Diamond
218,Belle,Hainge,bhainge61@biblegateway.com,,53389-570,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
219,Hedvig,Partner,hpartner62@webs.com,Female,67457-238,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Gold
220,Farlee,Gidley,fgidley63@berkeley.edu,,49349-559,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
221,Brade,Wallage,bwallage64@lycos.com,,0781-5702,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,False,0.0,True,Bronze
